dataset	did	seed	auc_challenger	auc_baseline	auc_offline
fri_c2_100_10	762	2105	0.852631578947368	0.852631578947368	0.868421052631579
fri_c2_100_10	762	2106	0.978947368421053	0.947368421052632	0.928070175438596
fri_c2_100_10	762	2107	0.87719298245614	0.87719298245614	0.892982456140351
fri_c2_100_10	762	2108	0.698245614035088	0.782456140350877	0.607017543859649
fri_c2_100_10	762	2109	0.684210526315789	0.685964912280702	0.807017543859649
fri_c2_100_10	762	2110	0.947368421052632	0.908771929824561	0.870175438596491
fri_c0_250_10	763	2101	0.951814058956916	0.826530612244898	0.878401360544218
fri_c0_250_10	763	2102	0.905328798185941	0.883219954648526	0.909580498866213
fri_c0_250_10	763	2103	0.913265306122449	0.857709750566893	0.851190476190476
fri_c0_250_10	763	2104	0.854308390022676	0.840136054421769	0.873866213151927
fri_c0_250_10	763	2105	0.829931972789116	0.859977324263039	0.837868480725624
fri_c0_250_10	763	2106	0.844671201814059	0.77891156462585	0.827097505668934
fri_c0_250_10	763	2107	0.878684807256236	0.773809523809524	0.874716553287982
fri_c0_250_10	763	2108	0.880952380952381	0.797619047619048	0.872732426303855
fri_c0_250_10	763	2109	0.852040816326531	0.853174603174603	0.806122448979592
fri_c0_250_10	763	2110	0.873015873015873	0.848639455782313	0.825680272108844
analcatdata_apnea3	764	2101	0.921717171717172	0.78030303030303	0.917087542087542
analcatdata_apnea3	764	2102	0.94486531986532	0.939393939393939	0.941708754208754
analcatdata_apnea3	764	2103	0.968013468013468	0.96780303030303	0.977693602693603
analcatdata_apnea3	764	2104	0.922138047138047	0.943602693602694	0.946969696969697
analcatdata_apnea3	764	2105	0.941919191919192	0.910774410774411	0.869949494949495
analcatdata_apnea3	764	2106	0.890361952861953	0.807028619528619	0.900673400673401
analcatdata_apnea3	764	2107	0.928030303030303	0.945707070707071	0.956018518518518
analcatdata_apnea3	764	2108	0.926978114478115	0.917929292929293	0.944023569023569
analcatdata_apnea3	764	2109	0.951178451178451	0.939814814814815	0.922558922558922
analcatdata_apnea3	764	2110	0.953703703703704	0.906986531986532	0.958964646464646
analcatdata_apnea2	765	2101	0.922360248447205	0.829192546583851	0.939958592132505
analcatdata_apnea2	765	2102	0.978951000690131	0.976535541752933	0.966528640441684
analcatdata_apnea2	765	2103	0.945652173913043	0.936680469289165	0.913216011042098
analcatdata_apnea2	765	2104	0.966528640441684	0.963077984817115	0.982056590752243
analcatdata_apnea2	765	2105	0.989302967563837	0.924775707384403	0.978951000690131
analcatdata_apnea2	765	2106	0.914423740510697	0.84696342305038	0.907349896480331
analcatdata_apnea2	765	2107	0.857487922705314	0.87991718426501	0.886818495514148
analcatdata_apnea2	765	2108	0.98895790200138	0.991373360938578	0.984817115251898
analcatdata_apnea2	765	2109	0.939613526570048	0.939786059351277	0.945134575569358
analcatdata_apnea2	765	2110	0.936335403726708	0.916494133885438	0.940821256038647
analcatdata_apnea1	767	2101	0.956115107913669	0.915107913669065	0.958453237410072
analcatdata_apnea1	767	2102	0.940827338129496	0.953956834532374	0.974460431654676
analcatdata_apnea1	767	2103	0.861330935251798	0.87589928057554	0.893525179856115
analcatdata_apnea1	767	2104	0.834532374100719	0.835251798561151	0.832374100719424
analcatdata_apnea1	767	2105	0.898201438848921	0.892625899280576	0.914928057553957
analcatdata_apnea1	767	2106	0.985611510791367	0.95863309352518	0.988129496402878
analcatdata_apnea1	767	2107	0.869604316546763	0.907374100719424	0.888489208633094
analcatdata_apnea1	767	2108	0.930935251798561	0.935971223021583	0.936151079136691
analcatdata_apnea1	767	2109	0.935611510791367	0.873381294964029	0.906474820143885
analcatdata_apnea1	767	2110	0.976978417266187	0.95863309352518	0.957194244604316
strikes	770	2101	0.997802197802198	0.995604395604396	0.999450549450549
strikes	770	2102	0.988369963369963	0.995238095238095	0.962957875457875
strikes	770	2103	0.996703296703297	0.991575091575092	0.999358974358974
strikes	770	2104	0.997252747252747	0.95521978021978	0.994230769230769
strikes	770	2105	0.998076923076923	0.996520146520146	0.977289377289377
strikes	770	2106	0.998443223443223	0.999175824175824	0.99981684981685
strikes	770	2107	0.996978021978022	0.999725274725275	0.998717948717949
strikes	770	2108	1	0.987545787545788	0.977655677655678
strikes	770	2109	0.995787545787546	0.974358974358974	0.998992673992674
strikes	770	2110	0.996703296703297	0.999542124542125	0.977380952380952
analcatdata_michiganacc	771	2101	0.834375	0.778125	0.825
analcatdata_michiganacc	771	2102	0.7125	0.7265625	0.759375
analcatdata_michiganacc	771	2103	0.721875	0.75	0.803125
analcatdata_michiganacc	771	2104	0.63125	0.55	0.5859375
analcatdata_michiganacc	771	2105	0.7125	0.7546875	0.6734375
analcatdata_michiganacc	771	2106	0.5828125	0.5828125	0.678125
analcatdata_michiganacc	771	2107	0.7046875	0.6984375	0.7390625
analcatdata_michiganacc	771	2108	0.76875	0.728125	0.7453125
analcatdata_michiganacc	771	2109	0.7375	0.778125	0.8
analcatdata_michiganacc	771	2110	0.778125	0.809375	0.6921875
quake	772	2101	0.527087862701565	0.514181563966843	0.534674154368552
quake	772	2102	0.520062380443885	0.51818789419908	0.507121511266123
quake	772	2103	0.557855557006661	0.536003195845401	0.520949688481897
quake	772	2104	0.498087102151818	0.479833908226997	0.513344191013221
quake	772	2105	0.496458450168627	0.491687729029185	0.547722576035769
quake	772	2106	0.528455315781791	0.522021372216119	0.543301400487059
quake	772	2107	0.538534520507955	0.550019589917722	0.534985288355907
quake	772	2108	0.534001951309452	0.518268558566172	0.516778188355138
quake	772	2109	0.525820279790119	0.499316273459887	0.529865021625733
quake	772	2110	0.500572332890319	0.511742427152394	0.514769261498514
disclosure_x_bias	774	2101	0.489253486464315	0.447949138638228	0.461156685808039
disclosure_x_bias	774	2102	0.509926168990976	0.500984413453651	0.544462674323216
disclosure_x_bias	774	2103	0.543642329778507	0.497621000820345	0.47805578342904
disclosure_x_bias	774	2104	0.511484823625923	0.484987694831829	0.497333880229697
disclosure_x_bias	774	2105	0.531788351107465	0.496062346185398	0.544626743232158
disclosure_x_bias	774	2106	0.560336341263331	0.528260869565217	0.461279737489746
disclosure_x_bias	774	2107	0.52616899097621	0.470877768662838	0.565873666940115
disclosure_x_bias	774	2108	0.443232157506153	0.486382280557834	0.455332239540607
disclosure_x_bias	774	2109	0.558408531583265	0.554060705496308	0.500492206726825
disclosure_x_bias	774	2110	0.539212469237079	0.544380639868745	0.542165709598031
fri_c0_250_5	776	2101	0.877551020408163	0.781179138321995	0.810090702947846
fri_c0_250_5	776	2102	0.8718820861678	0.905895691609977	0.90702947845805
fri_c0_250_5	776	2103	0.928004535147392	0.861678004535147	0.882086167800453
fri_c0_250_5	776	2104	0.887755102040816	0.811224489795918	0.898242630385487
fri_c0_250_5	776	2105	0.888888888888889	0.764739229024943	0.907312925170068
fri_c0_250_5	776	2106	0.908163265306122	0.880952380952381	0.88407029478458
fri_c0_250_5	776	2107	0.960884353741497	0.841269841269841	0.890873015873016
fri_c0_250_5	776	2108	0.900226757369615	0.799319727891156	0.901927437641723
fri_c0_250_5	776	2109	0.852040816326531	0.820294784580499	0.854591836734694
fri_c0_250_5	776	2110	0.920634920634921	0.806689342403628	0.881519274376417
sleuth_ex1714	777	2101	0.936507936507937	0.873015873015873	0.944444444444445
sleuth_ex1714	777	2102	0.936507936507937	0.873015873015873	0.952380952380952
sleuth_ex1714	777	2103	1	0.968253968253968	0.984126984126984
sleuth_ex1714	777	2104	0.952380952380952	0.920634920634921	0.952380952380952
sleuth_ex1714	777	2105	0.952380952380952	0.904761904761905	1
sleuth_ex1714	777	2106	0.952380952380952	0.825396825396825	0.825396825396825
sleuth_ex1714	777	2107	0.968253968253968	0.952380952380952	0.849206349206349
sleuth_ex1714	777	2108	0.952380952380952	0.968253968253968	1
sleuth_ex1714	777	2109	0.936507936507937	0.809523809523809	0.984126984126984
sleuth_ex1714	777	2110	0.952380952380952	0.841269841269841	0.944444444444444
rabe_265	780	2101	0.757142857142857	0.757142857142857	0.735714285714286
rabe_265	780	2102	0.714285714285714	0.528571428571429	0.742857142857143
rabe_265	780	2103	0.492857142857143	0.471428571428571	0.728571428571429
rabe_265	780	2104	0.642857142857143	0.5	0.707142857142857
rabe_265	780	2105	0.442857142857143	0.557142857142857	0.521428571428571
rabe_265	780	2106	0.657142857142857	0.571428571428571	0.707142857142857
rabe_265	780	2107	0.842857142857143	0.785714285714286	0.735714285714286
rabe_265	780	2108	0.564285714285714	0.521428571428571	0.614285714285714
rabe_265	780	2109	0.728571428571429	0.571428571428571	0.471428571428571
rabe_265	780	2110	0.614285714285714	0.514285714285714	0.592857142857143
rabe_266	782	2101	0.994987468671679	0.989974937343358	0.984962406015038
rabe_266	782	2102	1	0.962406015037594	1
rabe_266	782	2103	0.972431077694236	0.957393483709273	0.984962406015038
rabe_266	782	2104	0.958646616541353	0.867167919799499	0.984962406015038
rabe_266	782	2105	0.992481203007519	0.987468671679198	0.994987468671679
rabe_266	782	2106	1	0.992481203007519	0.967418546365915
rabe_266	782	2107	0.957393483709273	0.93483709273183	0.979949874686717
rabe_266	782	2108	0.959899749373434	0.984962406015038	0.984962406015038
rabe_266	782	2109	0.974937343358396	0.962406015037594	0.972431077694236
rabe_266	782	2110	0.992481203007519	0.977443609022556	0.994987468671679
fri_c3_100_10	783	2101	0.796428571428571	0.692857142857143	0.760714285714286
fri_c3_100_10	783	2102	0.864285714285714	0.896428571428571	0.7875
fri_c3_100_10	783	2103	0.875	0.917857142857143	0.8625
fri_c3_100_10	783	2104	0.846428571428571	0.842857142857143	0.796428571428571
fri_c3_100_10	783	2105	0.792857142857143	0.817857142857143	0.767857142857143
fri_c3_100_10	783	2106	0.632142857142857	0.678571428571429	0.623214285714286
fri_c3_100_10	783	2107	0.825	0.732142857142857	0.780357142857143
fri_c3_100_10	783	2108	0.885714285714286	0.742857142857143	0.842857142857143
fri_c3_100_10	783	2109	0.8	0.832142857142857	0.758928571428571
fri_c3_100_10	783	2110	0.842857142857143	0.714285714285714	0.878571428571429
newton_hema	784	2101	0.870471014492754	0.789855072463768	0.810688405797101
newton_hema	784	2102	0.759057971014493	0.751811594202899	0.718297101449275
newton_hema	784	2103	0.778985507246377	0.711050724637681	0.807065217391304
newton_hema	784	2104	0.871376811594203	0.885869565217391	0.835144927536232
newton_hema	784	2105	0.843297101449275	0.843297101449275	0.797101449275362
newton_hema	784	2106	0.817028985507246	0.816123188405797	0.847826086956522
newton_hema	784	2107	0.855978260869565	0.928442028985507	0.873188405797101
newton_hema	784	2108	0.809782608695652	0.829710144927536	0.778079710144927
newton_hema	784	2109	0.89945652173913	0.832427536231884	0.874094202898551
newton_hema	784	2110	0.718297101449275	0.788949275362319	0.72554347826087
cleveland	786	2101	0.877075098814229	0.856916996047431	0.86600790513834
cleveland	786	2102	0.88498023715415	0.878656126482213	0.833399209486166
cleveland	786	2103	0.846640316205534	0.869169960474308	0.892292490118577
cleveland	786	2104	0.935177865612648	0.915810276679842	0.913438735177866
cleveland	786	2105	0.852173913043478	0.884584980237154	0.862055335968379
cleveland	786	2106	0.847430830039526	0.841501976284585	0.825296442687747
cleveland	786	2107	0.922924901185771	0.893280632411067	0.893478260869565
cleveland	786	2108	0.902766798418972	0.86403162055336	0.927667984189723
cleveland	786	2109	0.873913043478261	0.921343873517787	0.880830039525692
cleveland	786	2110	0.810276679841897	0.795652173913043	0.849209486166008
witmer_census_1980	787	2101	0.666666666666667	0.75	0.541666666666667
witmer_census_1980	787	2102	0.777777777777778	0.75	0.5625
witmer_census_1980	787	2103	0.583333333333333	0.652777777777778	0.652777777777778
witmer_census_1980	787	2104	0.833333333333333	0.722222222222222	0.75
witmer_census_1980	787	2105	0.666666666666667	0.513888888888889	0.659722222222222
witmer_census_1980	787	2106	0.833333333333333	0.847222222222222	0.8125
witmer_census_1980	787	2107	0.798611111111111	0.666666666666667	0.722222222222222
witmer_census_1980	787	2108	0.819444444444444	0.722222222222222	0.840277777777778
witmer_census_1980	787	2109	0.847222222222222	0.916666666666667	0.770833333333333
witmer_census_1980	787	2110	0.680555555555556	0.75	0.736111111111111
fri_c1_100_10	789	2101	0.861111111111111	0.767361111111111	0.864583333333333
fri_c1_100_10	789	2102	0.854166666666667	0.895833333333333	0.881944444444444
fri_c1_100_10	789	2103	0.840277777777778	0.850694444444444	0.887152777777778
fri_c1_100_10	789	2104	0.864583333333333	0.916666666666667	0.848958333333333
fri_c1_100_10	789	2105	0.822916666666667	0.885416666666667	0.805555555555556
fri_c1_100_10	789	2106	0.829861111111111	0.847222222222222	0.805555555555556
fri_c1_100_10	789	2107	0.868055555555556	0.850694444444444	0.845486111111111
fri_c1_100_10	789	2108	0.951388888888889	0.722222222222222	0.942708333333333
fri_c1_100_10	789	2109	0.840277777777778	0.826388888888889	0.848958333333333
fri_c1_100_10	789	2110	0.90625	0.836805555555556	0.873263888888889
elusage	790	2101	0.829545454545455	0.772727272727273	0.772727272727273
elusage	790	2102	0.920454545454545	0.943181818181818	0.965909090909091
elusage	790	2103	0.948863636363636	0.965909090909091	0.948863636363636
elusage	790	2104	0.875	0.875	0.829545454545454
elusage	790	2105	1	1	1
elusage	790	2106	0.840909090909091	0.835227272727273	0.892045454545455
elusage	790	2107	0.965909090909091	0.994318181818182	0.960227272727273
elusage	790	2108	0.857954545454545	0.857954545454545	0.846590909090909
elusage	790	2109	0.994318181818182	0.994318181818182	0.994318181818182
elusage	790	2110	0.909090909090909	0.931818181818182	0.920454545454545
diabetes_numeric	791	2101	0.574074074074074	0.555555555555556	0.398148148148148
diabetes_numeric	791	2102	0.685185185185185	0.638888888888889	0.666666666666667
diabetes_numeric	791	2103	0.592592592592593	0.537037037037037	0.592592592592593
diabetes_numeric	791	2104	0.592592592592593	0.398148148148148	0.574074074074074
diabetes_numeric	791	2105	0.62037037037037	0.657407407407407	0.564814814814815
diabetes_numeric	791	2106	0.638888888888889	0.611111111111111	0.694444444444444
diabetes_numeric	791	2107	0.62962962962963	0.555555555555556	0.703703703703704
diabetes_numeric	791	2108	0.453703703703704	0.425925925925926	0.435185185185185
diabetes_numeric	791	2109	0.666666666666667	0.712962962962963	0.740740740740741
diabetes_numeric	791	2110	0.722222222222222	0.740740740740741	0.62962962962963
fri_c2_500_5	792	2101	0.95134328358209	0.851641791044776	0.94544776119403
fri_c2_500_5	792	2102	0.939850746268657	0.941194029850746	0.913582089552239
fri_c2_500_5	792	2103	0.938358208955224	0.926119402985075	0.948358208955224
fri_c2_500_5	792	2104	0.970149253731343	0.950597014925373	0.956119402985075
fri_c2_500_5	792	2105	0.962388059701493	0.924776119402985	0.951567164179104
fri_c2_500_5	792	2106	0.978208955223881	0.973134328358209	0.972761194029851
fri_c2_500_5	792	2107	0.960149253731343	0.932089552238806	0.966492537313433
fri_c2_500_5	792	2108	0.952089552238806	0.91865671641791	0.948059701492537
fri_c2_500_5	792	2109	0.972238805970149	0.895373134328358	0.969477611940299
fri_c2_500_5	792	2110	0.956865671641791	0.923731343283582	0.960298507462687
fri_c3_250_10	793	2101	0.90997150997151	0.885470085470086	0.915954415954416
fri_c3_250_10	793	2102	0.98005698005698	0.981196581196581	0.94045584045584
fri_c3_250_10	793	2103	0.937891737891738	0.935042735042735	0.93019943019943
fri_c3_250_10	793	2104	0.90997150997151	0.911680911680912	0.935612535612536
fri_c3_250_10	793	2105	0.958404558404558	0.970940170940171	0.958119658119658
fri_c3_250_10	793	2106	0.965811965811966	0.91054131054131	0.949287749287749
fri_c3_250_10	793	2107	0.936752136752137	0.873504273504274	0.929344729344729
fri_c3_250_10	793	2108	0.9002849002849	0.83019943019943	0.915954415954416
fri_c3_250_10	793	2109	0.964102564102564	0.945299145299145	0.943874643874644
fri_c3_250_10	793	2110	0.858119658119658	0.844444444444444	0.9002849002849
disclosure_x_tampered	795	2101	0.511140235910878	0.48812254259502	0.513556684141547
disclosure_x_tampered	795	2102	0.507617955439056	0.459985255570118	0.487016710353866
disclosure_x_tampered	795	2103	0.540956749672346	0.50663499344692	0.568315858453473
disclosure_x_tampered	795	2104	0.487467234600262	0.517775229357798	0.506839777195282
disclosure_x_tampered	795	2105	0.561639908256881	0.559305373525557	0.546772608125819
disclosure_x_tampered	795	2106	0.494184141546527	0.511467889908257	0.470715923984273
disclosure_x_tampered	795	2107	0.522730996068152	0.558158584534731	0.47083879423329
disclosure_x_tampered	795	2108	0.48550131061599	0.471576015727392	0.520560288335518
disclosure_x_tampered	795	2109	0.480299803407602	0.495003276539974	0.578800786369594
disclosure_x_tampered	795	2110	0.5	0.482634338138925	0.471289318479685
cpu	796	2101	0.995726495726496	0.996794871794872	0.996794871794872
cpu	796	2102	1	1	1
cpu	796	2103	0.989316239316239	0.993589743589744	0.989850427350427
cpu	796	2104	0.966880341880342	0.962606837606838	0.946047008547009
cpu	796	2105	0.998931623931624	0.993589743589744	1
cpu	796	2106	0.997863247863248	0.996794871794872	0.998931623931624
cpu	796	2107	0.99465811965812	0.990384615384615	0.991987179487179
cpu	796	2108	1	1	0.990384615384615
cpu	796	2109	0.99465811965812	0.995726495726496	0.996260683760684
cpu	796	2110	1	1	1
cholesterol	798	2101	0.477470355731225	0.480237154150198	0.596837944664032
cholesterol	798	2102	0.56403162055336	0.523320158102767	0.571541501976285
cholesterol	798	2103	0.543873517786561	0.624110671936759	0.56798418972332
cholesterol	798	2104	0.548616600790514	0.607509881422925	0.543478260869565
cholesterol	798	2105	0.58300395256917	0.552173913043478	0.592094861660079
cholesterol	798	2106	0.536363636363636	0.536758893280632	0.569762845849802
cholesterol	798	2107	0.463636363636364	0.494861660079051	0.495454545454545
cholesterol	798	2108	0.557312252964427	0.519367588932806	0.518181818181818
cholesterol	798	2109	0.576284584980237	0.588142292490119	0.577667984189723
cholesterol	798	2110	0.463636363636364	0.456916996047431	0.48399209486166
fri_c0_1000_5	799	2101	0.949010327022375	0.909423407917384	0.93335843373494
fri_c0_1000_5	799	2102	0.949261331038439	0.932730923694779	0.934165232358003
fri_c0_1000_5	799	2103	0.947611876075731	0.920467584624211	0.92156124497992
fri_c0_1000_5	799	2104	0.925738668961561	0.867864314400459	0.915537148594377
fri_c0_1000_5	799	2105	0.93986660929432	0.884789156626506	0.92514701663798
fri_c0_1000_5	799	2106	0.928786574870912	0.867434021801492	0.907271944922547
fri_c0_1000_5	799	2107	0.93513339070568	0.878585771658061	0.941444348823867
fri_c0_1000_5	799	2108	0.938145438898451	0.865318416523236	0.925989672977625
fri_c0_1000_5	799	2109	0.940583763625932	0.890454675846242	0.915841939185313
fri_c0_1000_5	799	2110	0.937966150315548	0.897231784279977	0.928714859437751
chscase_funds	801	2101	0.660919540229885	0.668756530825496	0.607628004179728
chscase_funds	801	2102	0.667189132706374	0.655172413793103	0.663009404388715
chscase_funds	801	2103	0.667189132706374	0.636363636363636	0.687565308254963
chscase_funds	801	2104	0.665099268547544	0.658829676071055	0.702194357366771
chscase_funds	801	2105	0.741379310344828	0.77533960292581	0.77115987460815
chscase_funds	801	2106	0.634796238244514	0.66405433646813	0.585684430512017
chscase_funds	801	2107	0.694879832810867	0.684430512016719	0.717868338557994
chscase_funds	801	2108	0.632183908045977	0.622779519331243	0.646290491118077
chscase_funds	801	2109	0.617032392894462	0.588819226750261	0.571055381400209
chscase_funds	801	2110	0.802507836990596	0.792580982236155	0.774817136886102
delta_ailerons	803	2101	0.977300117389908	0.973176548168234	0.971379814620586
delta_ailerons	803	2102	0.974243147754953	0.964537162575074	0.973504131385741
delta_ailerons	803	2103	0.976351831481529	0.96876909717781	0.974668792759913
delta_ailerons	803	2104	0.972677001526353	0.95676896358639	0.970240734582271
delta_ailerons	803	2105	0.972851807321378	0.965273691869967	0.968752753546568
delta_ailerons	803	2106	0.965729181766761	0.960007134350333	0.967788834599609
delta_ailerons	803	2107	0.982704174589775	0.978426406760294	0.980910283412778
delta_ailerons	803	2108	0.973486721865505	0.967710669406712	0.971437372626265
delta_ailerons	803	2109	0.977681350353449	0.975079160022625	0.975796503315625
delta_ailerons	803	2110	0.976557548057382	0.973358815186218	0.973176903464566
hutsof99_logis	804	2101	0.798611111111111	0.784722222222222	0.767361111111111
hutsof99_logis	804	2102	0.791666666666667	0.798611111111111	0.756944444444445
hutsof99_logis	804	2103	0.784722222222222	0.805555555555556	0.746527777777778
hutsof99_logis	804	2104	0.784722222222222	0.805555555555556	0.659722222222222
hutsof99_logis	804	2105	0.722222222222222	0.666666666666667	0.770833333333333
hutsof99_logis	804	2106	0.75	0.75	0.732638888888889
hutsof99_logis	804	2107	0.770833333333333	0.847222222222222	0.711805555555556
hutsof99_logis	804	2108	0.868055555555556	0.840277777777778	0.868055555555555
hutsof99_logis	804	2109	0.840277777777778	0.861111111111111	0.833333333333333
hutsof99_logis	804	2110	0.701388888888889	0.694444444444444	0.774305555555556
kin8nm	807	2101	0.862436493758014	0.838603747874184	0.858750315184095
kin8nm	807	2102	0.869720331117656	0.774381300328864	0.865736672407041
kin8nm	807	2103	0.872889339535083	0.811895450082887	0.839259599032184
kin8nm	807	2104	0.868889318075741	0.824412684617407	0.839127624075236
kin8nm	807	2105	0.869138782933385	0.839919205575137	0.86496064893052
kin8nm	807	2106	0.864353886018702	0.823265682755809	0.854400238198703
kin8nm	807	2107	0.857792155537315	0.821478656001373	0.833087355618861
kin8nm	807	2108	0.861297002666323	0.787306798856217	0.846232007682445
kin8nm	807	2109	0.861959559868883	0.847319459868347	0.859832939017913
kin8nm	807	2110	0.873549750803384	0.854667675255768	0.859290017650309
fri_c0_100_10	808	2101	0.659649122807018	0.624561403508772	0.77719298245614
houses	823	2110	0.995982482321002	0.981753178310433	0.995232502060724
fri_c0_100_10	808	2102	0.757894736842105	0.884210526315789	0.826315789473684
fri_c0_100_10	808	2103	0.750877192982456	0.789473684210526	0.821052631578947
fri_c0_100_10	808	2104	0.884210526315789	0.950877192982456	0.850877192982456
fri_c0_100_10	808	2105	0.807017543859649	0.72280701754386	0.810526315789474
fri_c0_100_10	808	2106	0.849122807017544	0.87719298245614	0.824561403508772
fri_c0_100_10	808	2107	0.76140350877193	0.614035087719298	0.852631578947368
fri_c0_100_10	808	2108	0.824561403508772	0.684210526315789	0.763157894736842
fri_c0_100_10	808	2109	0.747368421052632	0.785964912280702	0.652631578947368
fri_c0_100_10	808	2110	0.919298245614035	0.92280701754386	0.807017543859649
rmftsa_ctoarrivals	811	2101	0.980936819172113	0.9760348583878	0.977668845315904
rmftsa_ctoarrivals	811	2102	0.992647058823529	0.984204793028322	0.984204793028322
rmftsa_ctoarrivals	811	2103	0.986928104575163	0.986383442265795	0.989106753812636
rmftsa_ctoarrivals	811	2104	0.950980392156863	0.955882352941176	0.977124183006536
rmftsa_ctoarrivals	811	2105	0.936274509803921	0.899509803921569	0.982843137254902
rmftsa_ctoarrivals	811	2106	0.930555555555555	0.919389978213508	0.964869281045752
rmftsa_ctoarrivals	811	2107	0.905773420479303	0.832516339869281	0.922385620915033
rmftsa_ctoarrivals	811	2108	0.971949891067538	0.930283224400871	0.946078431372549
rmftsa_ctoarrivals	811	2109	0.955065359477124	0.959694989106754	0.995642701525055
rmftsa_ctoarrivals	811	2110	0.95016339869281	0.91421568627451	0.982298474945534
fri_c3_1000_5	813	2101	0.964150393471291	0.923892451180414	0.955807344797435
fri_c3_1000_5	813	2102	0.946006995045176	0.927717866511221	0.938064704167881
fri_c3_1000_5	813	2103	0.945059749344214	0.892013990090353	0.934512532789274
fri_c3_1000_5	813	2104	0.955880209851355	0.929940250655786	0.942272661031769
fri_c3_1000_5	813	2105	0.956025939959195	0.907716409210143	0.951271495190906
fri_c3_1000_5	813	2106	0.973294957738269	0.963093850189449	0.959068055960361
fri_c3_1000_5	813	2107	0.94797435150102	0.915112212183037	0.941671524336928
fri_c3_1000_5	813	2108	0.96367677062081	0.926260565432819	0.954732585252113
fri_c3_1000_5	813	2109	0.953730690760711	0.873797726610318	0.953402798018071
fri_c3_1000_5	813	2110	0.96334887787817	0.927426406295541	0.960816817254445
chscase_vine2	814	2101	0.951615575807788	0.93877381938691	0.947473073736537
chscase_vine2	814	2102	0.862468931234466	0.821872410936205	0.923612261806131
chscase_vine2	814	2103	0.850289975144988	0.836951118475559	0.894531897265949
chscase_vine2	814	2104	0.879618889809445	0.853686826843413	0.910604805302403
chscase_vine2	814	2105	0.883595691797846	0.87953603976802	0.883015741507871
chscase_vine2	814	2106	0.950041425020713	0.935874067937034	0.91963545981773
chscase_vine2	814	2107	0.904556752278376	0.889312344656172	0.874150787075394
chscase_vine2	814	2108	0.903893951946976	0.803479701739851	0.929246064623032
chscase_vine2	814	2109	0.910356255178128	0.884341342170671	0.902568351284176
chscase_vine2	814	2110	0.946893123446562	0.93811101905551	0.955095277547639
chscase_vine1	815	2101	0.975	0.975	0.9375
chscase_vine1	815	2102	0.95	0.9	0.8375
chscase_vine1	815	2103	0.625	0.8	0.775
chscase_vine1	815	2104	0.95	0.81875	0.88125
chscase_vine1	815	2105	0.8	0.9	0.825
chscase_vine1	815	2106	0.8875	0.95	0.93125
chscase_vine1	815	2107	0.875	0.9125	0.89375
chscase_vine1	815	2108	0.9375	0.825	0.89375
chscase_vine1	815	2109	0.925	0.8625	0.8375
chscase_vine1	815	2110	0.9625	0.9	1
puma8NH	816	2101	0.902580679070745	0.802330108959383	0.844045849181678
puma8NH	816	2102	0.901222709203517	0.810577684243044	0.883415980709534
puma8NH	816	2103	0.904465854459097	0.833843376518062	0.90033268116455
puma8NH	816	2104	0.893407410267797	0.872454879144972	0.877928859970352
puma8NH	816	2105	0.887813561249161	0.793749477085063	0.882442018119137
puma8NH	816	2106	0.895064648375907	0.828318713168017	0.875393661091053
puma8NH	816	2107	0.896382930340222	0.888281771238928	0.898904452982707
puma8NH	816	2108	0.891851537209018	0.834913877250679	0.863087193250053
puma8NH	816	2109	0.889828526806497	0.804453411765211	0.871531062756228
puma8NH	816	2110	0.902833287209554	0.80590362919056	0.899064009078876
diggle_table_a1	817	2101	0.453125	0.484375	0.4765625
diggle_table_a1	817	2102	0.53125	0.390625	0.515625
diggle_table_a1	817	2103	0.640625	0.5234375	0.6015625
diggle_table_a1	817	2104	0.84375	0.5859375	0.84375
diggle_table_a1	817	2105	0.75	0.6875	0.7734375
diggle_table_a1	817	2106	0.609375	0.59375	0.4765625
diggle_table_a1	817	2107	0.625	0.515625	0.609375
diggle_table_a1	817	2108	0.65625	0.5625	0.4453125
diggle_table_a1	817	2109	0.8125	0.78125	0.703125
diggle_table_a1	817	2110	0.5625	0.546875	0.5859375
diggle_table_a2	818	2101	1	1	1
diggle_table_a2	818	2102	1	1	1
diggle_table_a2	818	2103	1	1	1
diggle_table_a2	818	2104	1	0.996660482374768	1
diggle_table_a2	818	2105	1	1	1
diggle_table_a2	818	2106	1	1	1
diggle_table_a2	818	2107	1	1	1
diggle_table_a2	818	2108	1	1	1
diggle_table_a2	818	2109	1	1	1
diggle_table_a2	818	2110	1	1	0.999072356215213
delta_elevators	819	2101	0.942536085914872	0.93223396943077	0.939639279910684
delta_elevators	819	2102	0.941906941448045	0.932690680238864	0.935149051813533
delta_elevators	819	2103	0.942719048356914	0.915271503549988	0.942181484439253
delta_elevators	819	2104	0.948335657611913	0.898416113408902	0.944697267681403
delta_elevators	819	2105	0.944993861520674	0.944058786369	0.942830295878677
delta_elevators	819	2106	0.937270303666003	0.92687938782078	0.935544973797235
delta_elevators	819	2107	0.946175469126826	0.946209042039644	0.948929242603033
delta_elevators	819	2108	0.945121001545546	0.921002936139949	0.944936648509482
delta_elevators	819	2109	0.949001752148468	0.923927951337155	0.947321517257272
delta_elevators	819	2110	0.940579520125869	0.939057812953185	0.941080729942668
chatfield_4	820	2101	0.991263440860215	0.969758064516129	0.960349462365591
chatfield_4	820	2102	0.984543010752688	0.948924731182796	0.984206989247312
