dataset	did	seed	auc_challenger	auc_baseline	auc_offline
heart-c	49	2110	0.871936758893281	0.843083003952569	0.859683794466403
tic-tac-toe	50	2101	0.922367343419975	0.910211647053752	0.888960731065994
tic-tac-toe	50	2102	0.968705547652916	0.916073968705548	0.949782318203371
tic-tac-toe	50	2103	0.965515754989439	0.852235010129747	0.945795077374025
tic-tac-toe	50	2104	0.975645501961292	0.872623819992241	0.959567222725117
tic-tac-toe	50	2105	0.956851588430536	0.899090478037846	0.899995689469374
tic-tac-toe	50	2106	0.923703607914134	0.873313504892452	0.877753351437562
tic-tac-toe	50	2107	0.930686667528773	0.888960731065994	0.9208155523945
tic-tac-toe	50	2108	0.960903487219277	0.895469632311738	0.957627483943273
tic-tac-toe	50	2109	0.973490236648131	0.906159748265011	0.922453554032501
tic-tac-toe	50	2110	0.961291434975645	0.898357687831372	0.8793482477693
heart-h	51	2101	0.904761904761905	0.896598639455782	0.873469387755102
heart-h	51	2102	0.858503401360544	0.872108843537415	0.845804988662131
heart-h	51	2103	0.81859410430839	0.850793650793651	0.818367346938776
heart-h	51	2104	0.906122448979592	0.914739229024943	0.884580498866213
heart-h	51	2105	0.845351473922902	0.858503401360544	0.889115646258503
heart-h	51	2106	0.866666666666667	0.863038548752834	0.854421768707483
heart-h	51	2107	0.84172335600907	0.844444444444444	0.831972789115646
heart-h	51	2108	0.91156462585034	0.871655328798186	0.887528344671202
heart-h	51	2109	0.900680272108843	0.909750566893424	0.886394557823129
heart-h	51	2110	0.80907029478458	0.754648526077098	0.815419501133787
heart-statlog	53	2101	0.9085	0.8675	0.877
heart-statlog	53	2102	0.8605	0.8465	0.86225
heart-statlog	53	2103	0.8775	0.922	0.83325
heart-statlog	53	2104	0.896	0.9045	0.863
heart-statlog	53	2105	0.8445	0.875	0.85275
heart-statlog	53	2106	0.8775	0.908	0.879
heart-statlog	53	2107	0.91	0.8675	0.8585
heart-statlog	53	2108	0.8725	0.8695	0.8395
heart-statlog	53	2109	0.902	0.923	0.9105
heart-statlog	53	2110	0.8905	0.8785	0.91225
BNG(tic-tac-toe)	137	2101	0.825181006893811	0.790483368840458	0.802187419958416
BNG(tic-tac-toe)	137	2102	0.824326824256199	0.783142779642149	0.818514858728968
BNG(tic-tac-toe)	137	2103	0.825978953011562	0.817314800352667	0.822410503018949
BNG(tic-tac-toe)	137	2104	0.824613426779833	0.786210597758714	0.810240376847467
BNG(tic-tac-toe)	137	2105	0.822834102778935	0.782302242913321	0.80738375639708
BNG(tic-tac-toe)	137	2106	0.827364698251799	0.773002498418548	0.80398605324057
BNG(tic-tac-toe)	137	2107	0.825015487786143	0.785399300432556	0.808440116306707
BNG(tic-tac-toe)	137	2108	0.823598145540216	0.814289150016202	0.827214477937641
BNG(tic-tac-toe)	137	2109	0.823490054566978	0.795460871029249	0.827158023595762
BNG(tic-tac-toe)	137	2110	0.83125569140104	0.814025444430592	0.817514107499266
electricity	151	2101	0.893453888733705	0.880052715169067	0.886107411135759
electricity	151	2102	0.888572606686324	0.892138045998658	0.888261310548933
electricity	151	2103	0.884007886946329	0.85481153176037	0.882012753138601
electricity	151	2104	0.885475407937085	0.871874003285372	0.878282151663399
electricity	151	2105	0.88804921039388	0.858871282317238	0.89297665889917
electricity	151	2106	0.890051871146456	0.89321654325946	0.882977556749755
electricity	151	2107	0.893591867770365	0.844689540349305	0.890424154376903
electricity	151	2108	0.886802294377862	0.859545989040912	0.891386742069848
electricity	151	2109	0.883598471386055	0.860119292835368	0.883754455879579
electricity	151	2110	0.890684295997582	0.884449904315396	0.889207696022098
BNG(breast-w)	251	2101	0.99811487752185	0.99587425363038	0.997896919000618
BNG(breast-w)	251	2102	0.998077140075405	0.996075369902244	0.998127460959499
BNG(breast-w)	251	2103	0.998388136262933	0.996310016274837	0.998247363879178
BNG(breast-w)	251	2104	0.998363779977178	0.994339614630292	0.998455749723917
BNG(breast-w)	251	2105	0.998375630024288	0.994901571913253	0.998211723672341
BNG(breast-w)	251	2106	0.998391095558085	0.997075495865286	0.99806441510625
BNG(breast-w)	251	2107	0.998344544558686	0.997625036975106	0.997935029575582
BNG(breast-w)	251	2108	0.998106398497913	0.99524361496688	0.997784452918322
BNG(breast-w)	251	2109	0.998100531373611	0.994116535241796	0.997743447380709
BNG(breast-w)	251	2110	0.998543164729422	0.99731191781497	0.998313471959585
mammography	310	2101	0.927642399618647	0.91632493283707	0.932301975900267
mammography	310	2102	0.93680528590415	0.925284199427339	0.952752338469601
mammography	310	2103	0.936289133653442	0.930887687164383	0.933051738343956
mammography	310	2104	0.92417139411618	0.915313148149902	0.9282264251011
mammography	310	2105	0.969597527520228	0.961214394176161	0.961455896605391
mammography	310	2106	0.960114216443001	0.953450012154044	0.956507464477045
mammography	310	2107	0.895236877578788	0.893721568218912	0.89840482120928
mammography	310	2108	0.966459574387484	0.955258912702396	0.9582879529749
mammography	310	2109	0.936860531557896	0.934786451871565	0.924242424242424
mammography	310	2110	0.959962685507013	0.958355826206644	0.970860285320125
monks-problems-1	333	2101	0.990519135160134	0.784021274135738	0.968088796392647
monks-problems-1	333	2102	0.999190657879524	1	0.900277488727021
monks-problems-1	333	2103	0.996415770609319	0.997456353335646	1
monks-problems-1	333	2104	0.99687825182102	0.852121632558677	0.999653139091224
monks-problems-1	333	2105	0.995837669094693	0.807145334720777	1
monks-problems-1	333	2106	0.964620187304891	0.999537518788299	0.891085674644468
monks-problems-1	333	2107	0.994565845762516	0.96126719852006	0.824719620765407
monks-problems-1	333	2108	0.996068909700543	0.937102555208695	0.979997687593942
monks-problems-1	333	2109	0.993872123944965	0.948086483986588	0.997225112729795
monks-problems-1	333	2110	0.996415770609319	0.838940918025205	0.996647011215169
monks-problems-2	334	2101	0.680171277997365	0.708882301273606	0.818181818181818
monks-problems-2	334	2102	0.621212121212121	0.587615283267457	0.745937637241985
monks-problems-2	334	2103	0.765590689503733	0.770641194554238	0.76564558629776
monks-problems-2	334	2104	0.673803249890206	0.605621431708388	0.765974967061924
monks-problems-2	334	2105	0.69729907773386	0.627140974967062	0.706137461572244
monks-problems-2	334	2106	0.702129995608257	0.62143170838823	0.809837505489679
monks-problems-2	334	2107	0.72068511198946	0.761418533157664	0.755489679402723
monks-problems-2	334	2108	0.715085638998682	0.750768555116381	0.830149319279754
monks-problems-2	334	2109	0.679622310057093	0.755160298638559	0.861440491875274
monks-problems-2	334	2110	0.73473869126043	0.731115502854633	0.782279314888011
monks-problems-3	335	2101	0.994674625468165	0.971910112359551	0.985369850187266
monks-problems-3	335	2102	0.998888108614232	0.996547284644195	0.989875936329588
monks-problems-3	335	2103	0.987359550561798	0.988881086142322	0.973197565543071
monks-problems-3	335	2104	0.991338951310861	0.988647003745318	0.992860486891386
monks-problems-3	335	2105	0.981800093632959	0.983555711610487	0.991163389513109
monks-problems-3	335	2106	0.991455992509363	0.987593632958801	0.996488764044944
monks-problems-3	335	2107	1	0.993211610486891	1
monks-problems-3	335	2108	0.987066947565543	0.973958333333333	0.984609082397004
monks-problems-3	335	2109	0.999648876404494	0.976591760299625	0.999063670411985
monks-problems-3	335	2110	0.985838014981273	0.821395131086142	0.98689138576779
aids	346	2101	0.472222222222222	0.458333333333333	0.409722222222222
aids	346	2102	0.486111111111111	0.152777777777778	0.694444444444444
aids	346	2103	0.5	0.263888888888889	0.409722222222222
aids	346	2104	0.347222222222222	0.361111111111111	0.3125
aids	346	2105	0.541666666666667	0.513888888888889	0.458333333333333
aids	346	2106	0.319444444444444	0.305555555555556	0.361111111111111
aids	346	2107	0.458333333333333	0.319444444444444	0.277777777777778
aids	346	2108	0.347222222222222	0.118055555555556	0.409722222222222
aids	346	2109	0.722222222222222	0.777777777777778	0.659722222222222
aids	346	2110	0.513888888888889	0.604166666666667	0.701388888888889
analcatdata_boxing2	444	2101	0.879166666666667	0.875	0.842708333333333
analcatdata_boxing2	444	2102	0.871875	0.683333333333333	0.860416666666667
analcatdata_boxing2	444	2103	0.805208333333333	0.723958333333333	0.709375
analcatdata_boxing2	444	2104	0.74375	0.659375	0.66875
analcatdata_boxing2	444	2105	0.652083333333333	0.6125	0.736458333333333
analcatdata_boxing2	444	2106	0.794791666666667	0.794791666666667	0.769791666666667
analcatdata_boxing2	444	2107	0.816666666666667	0.647916666666667	0.8
analcatdata_boxing2	444	2108	0.814583333333333	0.728125	0.822916666666667
analcatdata_boxing2	444	2109	0.78125	0.797916666666667	0.771875
analcatdata_boxing2	444	2110	0.757291666666667	0.757291666666667	0.738541666666667
prnn_crabs	446	2101	0.945187165775401	0.875668449197861	0.926916221033868
prnn_crabs	446	2102	0.948306595365419	0.777183600713013	0.975044563279857
prnn_crabs	446	2103	0.917557932263815	0.820855614973262	0.940730837789661
prnn_crabs	446	2104	0.972370766488413	0.901069518716578	0.964349376114082
prnn_crabs	446	2105	0.960338680926916	0.860071301247772	0.961229946524064
prnn_crabs	446	2106	0.961675579322638	0.901960784313726	0.961675579322638
prnn_crabs	446	2107	0.977272727272727	0.958110516934046	0.989750445632799
prnn_crabs	446	2108	0.940285204991087	0.895276292335116	0.959001782531194
prnn_crabs	446	2109	0.934046345811052	0.881907308377897	0.9674688057041
prnn_crabs	446	2110	0.974153297682709	0.843137254901961	0.938502673796791
analcatdata_boxing1	448	2101	0.903846153846154	0.898351648351648	0.865384615384615
analcatdata_boxing1	448	2102	0.945054945054945	0.847527472527473	0.945054945054945
analcatdata_boxing1	448	2103	0.752747252747253	0.722527472527473	0.804945054945055
analcatdata_boxing1	448	2104	0.847527472527473	0.732142857142857	0.696428571428571
analcatdata_boxing1	448	2105	0.873626373626374	0.931318681318681	0.903846153846154
analcatdata_boxing1	448	2106	0.876373626373626	0.881868131868132	0.846153846153846
analcatdata_boxing1	448	2107	0.798076923076923	0.752747252747253	0.752747252747253
analcatdata_boxing1	448	2108	0.881868131868132	0.776098901098901	0.887362637362637
analcatdata_boxing1	448	2109	0.92032967032967	0.92032967032967	0.936813186813187
analcatdata_boxing1	448	2110	0.79532967032967	0.744505494505495	0.813186813186813
analcatdata_lawsuit	450	2101	0.982723577235772	0.976626016260163	0.914634146341464
analcatdata_lawsuit	450	2102	0.99390243902439	0.991869918699187	0.99390243902439
analcatdata_lawsuit	450	2103	0.961382113821138	0.971544715447154	0.98780487804878
analcatdata_lawsuit	450	2104	0.977642276422764	0.934959349593496	0.982723577235772
analcatdata_lawsuit	450	2105	0.991869918699187	0.902439024390244	0.989837398373984
analcatdata_lawsuit	450	2106	1	0.979674796747968	1
analcatdata_lawsuit	450	2107	0.99390243902439	0.973577235772358	0.988821138211382
analcatdata_lawsuit	450	2108	0.997967479674797	0.991869918699187	0.99390243902439
analcatdata_lawsuit	450	2109	0.979674796747968	0.916666666666667	0.907520325203252
analcatdata_lawsuit	450	2110	0.989837398373984	0.959349593495935	0.99390243902439
irish	451	2101	1	1	0.999564080209241
irish	451	2102	1	0.951758209822726	1
irish	451	2103	1	0.961784365010171	1
irish	451	2104	1	0.969340308049985	1
irish	451	2105	1	1	1
irish	451	2106	1	0.988084859052601	1
irish	451	2107	1	0.998256320836966	1
irish	451	2108	1	0.990264458006394	1
irish	451	2109	1	1	1
irish	451	2110	1	1	1
analcatdata_asbestos	459	2101	0.932291666666667	0.9453125	0.809895833333333
analcatdata_asbestos	459	2102	0.838541666666667	0.78125	0.783854166666667
analcatdata_asbestos	459	2103	0.8046875	0.778645833333333	0.739583333333333
analcatdata_asbestos	459	2104	0.890625	0.828125	0.890625
analcatdata_asbestos	459	2105	0.6640625	0.638020833333333	0.627604166666667
analcatdata_asbestos	459	2106	0.859375	0.854166666666667	0.809895833333333
analcatdata_asbestos	459	2107	0.877604166666667	0.903645833333333	0.8671875
analcatdata_asbestos	459	2108	0.760416666666667	0.653645833333333	0.807291666666667
analcatdata_asbestos	459	2109	0.841145833333333	0.8515625	0.84375
analcatdata_asbestos	459	2110	0.893229166666667	0.895833333333333	0.854166666666667
analcatdata_creditscore	461	2101	1	1	1
analcatdata_creditscore	461	2102	1	0.875555555555556	1
analcatdata_creditscore	461	2103	1	0.977777777777778	1
analcatdata_creditscore	461	2104	1	0.928888888888889	1
analcatdata_creditscore	461	2105	1	1	1
analcatdata_creditscore	461	2106	1	0.973333333333333	1
analcatdata_creditscore	461	2107	0.982222222222222	0.977777777777778	0.986666666666667
analcatdata_creditscore	461	2108	0.995555555555556	0.906666666666667	0.984444444444444
analcatdata_creditscore	461	2109	1	1	1
analcatdata_creditscore	461	2110	1	0.993333333333333	0.993333333333333
prnn_synth	464	2101	0.912981859410431	0.893424036281179	0.905612244897959
prnn_synth	464	2102	0.888321995464853	0.893140589569161	0.892006802721088
prnn_synth	464	2103	0.89172335600907	0.895408163265306	0.923469387755102
prnn_synth	464	2104	0.929421768707483	0.917800453514739	0.928571428571429
prnn_synth	464	2105	0.93140589569161	0.923469387755102	0.958049886621315
prnn_synth	464	2106	0.88265306122449	0.85515873015873	0.879251700680272
prnn_synth	464	2107	0.901927437641723	0.861111111111111	0.917233560090703
prnn_synth	464	2108	0.913265306122449	0.896258503401361	0.917800453514739
prnn_synth	464	2109	0.893140589569161	0.900510204081633	0.892006802721088
prnn_synth	464	2110	0.92375283446712	0.907596371882086	0.895975056689342
analcatdata_cyyoung8092	465	2101	0.91	0.86	0.895
analcatdata_cyyoung8092	465	2102	0.86	0.81	0.8925
analcatdata_cyyoung8092	465	2103	0.91	0.755	0.8525
analcatdata_cyyoung8092	465	2104	0.735	0.755	0.825
analcatdata_cyyoung8092	465	2105	0.89	0.735	0.8475
analcatdata_cyyoung8092	465	2106	0.9	0.715	0.8175
analcatdata_cyyoung8092	465	2107	0.705	0.76	0.7675
analcatdata_cyyoung8092	465	2108	0.89	0.915	0.88
analcatdata_cyyoung8092	465	2109	0.855	0.87	0.8275
analcatdata_cyyoung8092	465	2110	0.905	0.85	0.78
analcatdata_japansolvent	467	2101	0.506172839506173	0.641975308641975	0.62962962962963
analcatdata_japansolvent	467	2102	0.808641975308642	0.783950617283951	0.765432098765432
analcatdata_japansolvent	467	2103	0.876543209876543	0.864197530864197	0.765432098765432
analcatdata_japansolvent	467	2104	0.901234567901235	0.808641975308642	0.814814814814815
analcatdata_japansolvent	467	2105	0.808641975308642	0.796296296296296	0.827160493827161
analcatdata_japansolvent	467	2106	0.746913580246914	0.802469135802469	0.864197530864197
analcatdata_japansolvent	467	2107	0.975308641975309	0.987654320987654	0.975308641975309
analcatdata_japansolvent	467	2108	0.91358024691358	0.91358024691358	0.91358024691358
analcatdata_japansolvent	467	2109	0.672839506172839	0.666666666666667	0.666666666666667
analcatdata_japansolvent	467	2110	0.91358024691358	0.87037037037037	0.851851851851852
profb	470	2101	0.555525727069351	0.627472035794183	0.533333333333333
profb	470	2102	0.685995525727069	0.631051454138702	0.639015659955257
profb	470	2103	0.652975391498881	0.660581655480984	0.588008948545861
profb	470	2104	0.604116331096197	0.627740492170022	0.592304250559284
profb	470	2105	0.624161073825503	0.648859060402685	0.640492170022371
profb	470	2106	0.6234451901566	0.586487695749441	0.567069351230425
profb	470	2107	0.657181208053691	0.573601789709172	0.636868008948546
profb	470	2108	0.568769574944072	0.518120805369128	0.516286353467561
profb	470	2109	0.612527964205817	0.588814317673378	0.653512304250559
profb	470	2110	0.667293064876957	0.586040268456376	0.663266219239374
lupus	472	2101	0.558823529411765	0.514705882352941	0.651960784313726
lupus	472	2102	0.75	0.696078431372549	0.779411764705882
lupus	472	2103	0.651960784313725	0.693627450980392	0.757352941176471
lupus	472	2104	0.715686274509804	0.696078431372549	0.894607843137255
lupus	472	2105	0.57843137254902	0.583333333333333	0.637254901960784
lupus	472	2106	0.870098039215686	0.742647058823529	0.806372549019608
lupus	472	2107	0.649509803921569	0.649509803921569	0.639705882352941
lupus	472	2108	0.745098039215686	0.666666666666667	0.754901960784314
lupus	472	2109	0.806372549019608	0.781862745098039	0.764705882352941
lupus	472	2110	0.632352941176471	0.642156862745098	0.713235294117647
analcatdata_bankruptcy	476	2101	1	0.958333333333333	0.993055555555556
analcatdata_bankruptcy	476	2102	1	1	0.965277777777778
analcatdata_bankruptcy	476	2103	1	1	0.993055555555556
analcatdata_bankruptcy	476	2104	0.958333333333333	0.986111111111111	0.875
analcatdata_bankruptcy	476	2105	0.944444444444444	0.916666666666667	0.944444444444444
analcatdata_bankruptcy	476	2106	0.958333333333333	0.958333333333333	0.944444444444444
analcatdata_bankruptcy	476	2107	1	1	0.986111111111111
analcatdata_bankruptcy	476	2108	0.972222222222222	0.986111111111111	0.972222222222222
analcatdata_bankruptcy	476	2109	0.930555555555556	0.895833333333333	0.930555555555556
analcatdata_bankruptcy	476	2110	0.916666666666667	0.847222222222222	0.9375
analcatdata_cyyoung9302	479	2101	0.92	0.933333333333333	0.813333333333333
analcatdata_cyyoung9302	479	2102	0.933333333333333	0.846666666666667	0.91
analcatdata_cyyoung9302	479	2103	0.98	0.94	0.96
analcatdata_cyyoung9302	479	2104	0.846666666666667	0.953333333333333	0.836666666666667
analcatdata_cyyoung9302	479	2105	0.933333333333333	0.906666666666667	0.926666666666667
analcatdata_cyyoung9302	479	2106	0.84	0.813333333333333	0.836666666666667
analcatdata_cyyoung9302	479	2107	0.906666666666667	0.853333333333333	0.796666666666667
analcatdata_cyyoung9302	479	2108	0.88	0.94	0.83
analcatdata_cyyoung9302	479	2109	0.88	0.78	0.796666666666667
analcatdata_cyyoung9302	479	2110	0.906666666666667	0.86	0.826666666666667
biomed	481	2101	0.944	0.976	0.928
biomed	481	2102	0.985777777777778	0.981333333333333	0.964888888888889
biomed	481	2103	0.977777777777778	0.961777777777778	0.968
biomed	481	2104	0.933333333333333	0.927111111111111	0.887111111111111
biomed	481	2105	0.914666666666667	0.905777777777778	0.897333333333333
biomed	481	2106	0.918222222222222	0.930666666666667	0.934666666666667
biomed	481	2107	0.882666666666667	0.887111111111111	0.876444444444444
biomed	481	2108	0.931555555555555	0.879111111111111	0.882222222222222
biomed	481	2109	0.939555555555556	0.932444444444444	0.951555555555556
biomed	481	2110	0.920888888888889	0.942222222222222	0.910666666666667
sleuth_ex2016	682	2101	0.833333333333333	0.872549019607843	0.767156862745098
sleuth_ex2016	682	2102	0.803921568627451	0.779411764705882	0.879901960784314
sleuth_ex2016	682	2103	0.764705882352941	0.818627450980392	0.786764705882353
sleuth_ex2016	682	2104	0.71078431372549	0.696078431372549	0.627450980392157
sleuth_ex2016	682	2105	0.78921568627451	0.882352941176471	0.909313725490196
sleuth_ex2016	682	2106	0.833333333333333	0.774509803921569	0.735294117647059
sleuth_ex2016	682	2107	0.867647058823529	0.730392156862745	0.79656862745098
sleuth_ex2016	682	2108	0.813725490196078	0.838235294117647	0.784313725490196
sleuth_ex2016	682	2109	0.784313725490196	0.862745098039216	0.860294117647059
sleuth_ex2016	682	2110	0.745098039215686	0.71078431372549	0.71078431372549
sleuth_ex2015	683	2101	0.53	0.58	0.61
sleuth_ex2015	683	2102	0.74	0.64	0.62
sleuth_ex2015	683	2103	0.81	0.76	0.915
sleuth_ex2015	683	2104	0.65	0.74	0.665
sleuth_ex2015	683	2105	0.69	0.67	0.63
sleuth_ex2015	683	2106	0.69	0.65	0.625
sleuth_ex2015	683	2107	0.61	0.68	0.735
sleuth_ex2015	683	2108	0.76	0.61	0.71
sleuth_ex2015	683	2109	0.5	0.68	0.415
sleuth_ex2015	683	2110	0.65	0.59	0.685
vineyard	713	2101	0.875	0.9	0.8875
vineyard	713	2102	0.625	0.65625	0.79375
vineyard	713	2103	0.84375	0.84375	0.84375
vineyard	713	2104	0.68125	0.80625	0.61875
vineyard	713	2105	0.80625	0.8125	0.8375
vineyard	713	2106	0.71875	0.775	0.725
vineyard	713	2107	0.8125	0.75625	0.80625
vineyard	713	2108	0.81875	0.7375	0.88125
vineyard	713	2109	0.7625	0.70625	0.6
vineyard	713	2110	0.9375	0.81875	0.8375
fruitfly	714	2101	0.53125	0.514423076923077	0.554086538461538
fruitfly	714	2102	0.536057692307692	0.573317307692308	0.518028846153846
fruitfly	714	2103	0.402644230769231	0.359375	0.395432692307692
fruitfly	714	2104	0.432692307692308	0.356971153846154	0.467548076923077
fruitfly	714	2105	0.424278846153846	0.493990384615385	0.441105769230769
fruitfly	714	2106	0.566105769230769	0.532451923076923	0.542067307692308
fruitfly	714	2107	0.411057692307692	0.360576923076923	0.361778846153846
fruitfly	714	2108	0.385817307692308	0.493990384615385	0.503605769230769
fruitfly	714	2109	0.389423076923077	0.399038461538462	0.407451923076923
fruitfly	714	2110	0.399038461538462	0.455528846153846	0.436298076923077
rmftsa_ladata	717	2101	0.932713963963964	0.924127252252252	0.927153716216216
rmftsa_ladata	717	2102	0.941441441441441	0.933980855855856	0.94263795045045
rmftsa_ladata	717	2103	0.941582207207207	0.922719594594595	0.929054054054054
rmftsa_ladata	717	2104	0.913429054054054	0.886683558558559	0.904983108108108
rmftsa_ladata	717	2105	0.95678490990991	0.940033783783784	0.951365427927928
rmftsa_ladata	717	2106	0.952843468468469	0.905546171171171	0.942637950450451
rmftsa_ladata	717	2107	0.96241554054054	0.939893018018018	0.950872747747748
rmftsa_ladata	717	2108	0.922297297297297	0.913992117117117	0.92553490990991
rmftsa_ladata	717	2109	0.967483108108108	0.940596846846847	0.963471283783784
rmftsa_ladata	717	2110	0.973676801801802	0.971987612612613	0.967975788288288
veteran	719	2101	0.714285714285714	0.696428571428571	0.782366071428571
veteran	719	2102	0.758928571428571	0.8125	0.7734375
veteran	719	2103	0.745535714285714	0.716517857142857	0.758928571428571
veteran	719	2104	0.598214285714286	0.627232142857143	0.697544642857143
veteran	719	2105	0.678571428571429	0.732142857142857	0.84375
veteran	719	2106	0.790178571428571	0.823660714285714	0.799107142857143
veteran	719	2107	0.714285714285714	0.470982142857143	0.71875
veteran	719	2108	0.75	0.640625	0.771205357142857
veteran	719	2109	0.747767857142857	0.685267857142857	0.783482142857143
veteran	719	2110	0.75	0.669642857142857	0.672991071428571
abalone	720	2101	0.862843378560562	0.849324683677382	0.864751209014112
abalone	720	2102	0.876576459577907	0.860870613845221	0.869870708669858
abalone	720	2103	0.868043273016619	0.861943575218612	0.864231734919791
abalone	720	2104	0.875814770380082	0.866404455933342	0.874942796007471
abalone	720	2105	0.873578145807308	0.861915746249273	0.869467703965731
abalone	720	2106	0.894058205835426	0.88422324193063	0.890064233384044
abalone	720	2107	0.864873862619716	0.843877420604981	0.8544967491641
abalone	720	2108	0.875541634199536	0.86721871096214	0.86715893021319
abalone	720	2109	0.877177359175108	0.86950068644791	0.873461676417113
abalone	720	2110	0.862083750767874	0.849002073773567	0.864165769955432
pwLinear	721	2101	0.965178571428571	0.950892857142857	0.935714285714286
pwLinear	721	2102	0.925892857142857	0.928571428571428	0.939285714285714
pwLinear	721	2103	0.941071428571429	0.901785714285714	0.939285714285714
pwLinear	721	2104	0.933928571428571	0.79375	0.949107142857143
pwLinear	721	2105	0.916964285714286	0.874107142857143	0.883482142857143
pwLinear	721	2106	0.926785714285714	0.876785714285714	0.937946428571429
pwLinear	721	2107	0.919642857142857	0.936607142857143	0.907589285714286
pwLinear	721	2108	0.872321428571429	0.78125	0.739285714285714
pwLinear	721	2109	0.899107142857143	0.750892857142857	0.850446428571429
pwLinear	721	2110	0.891964285714286	0.927678571428571	0.814732142857143
analcatdata_vineyard	724	2101	0.896385140762952	0.894219556888223	0.921955688822256
analcatdata_vineyard	724	2102	0.890887889388639	0.917208062635349	0.875812093953024
analcatdata_vineyard	724	2103	0.813343328335832	0.818757288022655	0.840496418457438
analcatdata_vineyard	724	2104	0.862901882392137	0.836914875895386	0.865567216391804
analcatdata_vineyard	724	2105	0.887472930201566	0.883308345827086	0.851574212893553
analcatdata_vineyard	724	2106	0.906713310011661	0.915625520573047	0.897551224387806
analcatdata_vineyard	724	2107	0.930201565883725	0.916541729135432	0.926620023321672
analcatdata_vineyard	724	2108	0.855905380643012	0.850408129268699	0.872230551390971
analcatdata_vineyard	724	2109	0.891387639513576	0.86648342495419	0.855905380643012
analcatdata_vineyard	724	2110	0.9232050641346	0.930534732633683	0.820922871897385
bank8FM	725	2101	0.986700335012294	0.976143604072733	0.972387110215368
bank8FM	725	2102	0.986253020625483	0.98167682176165	0.983901695561059
bank8FM	725	2103	0.984226458061073	0.962577110204227	0.98276753355415
bank8FM	725	2104	0.981872347726495	0.958540696696335	0.976028293888337
bank8FM	725	2105	0.985856398155483	0.905967608422211	0.978256788538948
