dataset	did	seed	auc_challenger	auc_baseline	auc_offline
analcatdata_boxing1	448	2109	0.921703296703297	0.929945054945055	0.832417582417582
analcatdata_boxing1	448	2110	0.737637362637363	0.755494505494506	0.648351648351648
analcatdata_lawsuit	450	2101	0.970528455284553	0.95020325203252	0.910569105691057
analcatdata_lawsuit	450	2102	0.99390243902439	0.99390243902439	0.945121951219512
analcatdata_lawsuit	450	2103	1	0.965447154471545	0.914634146341463
analcatdata_lawsuit	450	2104	0.985772357723577	0.927845528455285	0.901422764227642
analcatdata_lawsuit	450	2105	0.98780487804878	0.965447154471545	0.901422764227642
analcatdata_lawsuit	450	2106	1	0.859756097560976	0.997967479674797
analcatdata_lawsuit	450	2107	0.959349593495935	0.976626016260163	0.907520325203252
analcatdata_lawsuit	450	2108	0.98780487804878	0.991869918699187	0.99390243902439
analcatdata_lawsuit	450	2109	0.991869918699187	0.934959349593496	0.905487804878049
analcatdata_lawsuit	450	2110	0.989837398373984	0.944105691056911	0.990853658536585
irish	451	2101	1	1	1
irish	451	2102	1	0.935774484161581	1
irish	451	2103	1	0.855928509154316	1
irish	451	2104	0.999564080209241	0.999709386806161	1
irish	451	2105	1	1	0.999418773612322
irish	451	2106	1	0.997529787852369	0.714327230456263
irish	451	2107	1	0.986195873292647	0.995931415286254
irish	451	2108	1	0.852949723917466	0.77608253414705
irish	451	2109	1	1	1
irish	451	2110	1	1	0.99709386806161
analcatdata_asbestos	459	2101	0.895833333333333	0.9453125	0.802083333333333
analcatdata_asbestos	459	2102	0.815104166666667	0.747395833333333	0.770833333333333
analcatdata_asbestos	459	2103	0.783854166666667	0.713541666666667	0.690104166666667
analcatdata_asbestos	459	2104	0.875	0.825520833333333	0.705729166666667
analcatdata_asbestos	459	2105	0.6640625	0.638020833333333	0.640625
analcatdata_asbestos	459	2106	0.828125	0.799479166666667	0.705729166666667
analcatdata_asbestos	459	2107	0.877604166666667	0.9140625	0.854166666666667
analcatdata_asbestos	459	2108	0.640625	0.807291666666667	0.833333333333333
analcatdata_asbestos	459	2109	0.911458333333333	0.895833333333333	0.833333333333333
analcatdata_asbestos	459	2110	0.815104166666667	0.888020833333333	0.765625
analcatdata_creditscore	461	2101	1	1	0.986666666666667
analcatdata_creditscore	461	2102	1	0.902222222222222	1
analcatdata_creditscore	461	2103	1	0.82	0.982222222222222
analcatdata_creditscore	461	2104	0.955555555555556	0.968888888888889	0.946666666666667
analcatdata_creditscore	461	2105	1	1	1
analcatdata_creditscore	461	2106	1	0.844444444444444	1
analcatdata_creditscore	461	2107	0.991111111111111	1	0.98
analcatdata_creditscore	461	2108	0.997777777777778	0.78	0.98
analcatdata_creditscore	461	2109	1	1	0.997777777777778
analcatdata_creditscore	461	2110	0.993333333333333	0.988888888888889	0.96
prnn_synth	464	2101	0.909297052154195	0.892006802721088	0.858843537414966
prnn_synth	464	2102	0.90249433106576	0.891439909297052	0.881802721088435
prnn_synth	464	2103	0.881519274376417	0.863945578231292	0.883219954648526
prnn_synth	464	2104	0.923469387755102	0.917800453514739	0.897959183673469
prnn_synth	464	2105	0.918650793650794	0.91921768707483	0.804705215419501
prnn_synth	464	2106	0.847789115646258	0.846371882086168	0.783446712018141
prnn_synth	464	2107	0.889455782312925	0.892290249433107	0.879818594104308
prnn_synth	464	2108	0.891439909297052	0.869897959183673	0.859126984126984
prnn_synth	464	2109	0.897675736961451	0.850340136054422	0.865646258503401
prnn_synth	464	2110	0.902210884353742	0.89625850340136	0.890589569160998
analcatdata_cyyoung8092	465	2101	0.825	0.835	0.76
analcatdata_cyyoung8092	465	2102	0.71	0.8275	0.6925
analcatdata_cyyoung8092	465	2103	0.805	0.765	0.665
analcatdata_cyyoung8092	465	2104	0.755	0.785	0.6175
analcatdata_cyyoung8092	465	2105	0.89	0.845	0.74
analcatdata_cyyoung8092	465	2106	0.755	0.69	0.725
analcatdata_cyyoung8092	465	2107	0.71	0.79	0.7925
analcatdata_cyyoung8092	465	2108	0.835	0.9725	0.8925
analcatdata_cyyoung8092	465	2109	0.78	0.91	0.59
analcatdata_cyyoung8092	465	2110	0.83	0.7825	0.5675
